:START_ID,:TYPE,:END_ID,reference_uri,reference_supporting_text,reference_date,property_label,property_description:IGNORE,property_uri
HGNC:2711,RO:0002200,HP:0001824,http://purl.obolibrary.org/obo/MONDO_0008201,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
HGNC:6916,RO:0002206,UBERON:0004804,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,expressed in,NA,http://purl.obolibrary.org/obo/RO_0002206
HGNC:4584,RO:0002200,HP:0002540,"http://purl.obolibrary.org/obo/MONDO_0060629|http://purl.obolibrary.org/obo/MONDO_0013655|https://www.ncbi.nlm.nih.gov/pubmed/30776697,27164704,27159321",This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
HGNC:4775,RO:0002434,HGNC:19426,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:5258,RO:0002434,HGNC:9554,https://www.ncbi.nlm.nih.gov/pubmed/16263121,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:5237,RO:0003304,EFO:0007788,"https://www.ncbi.nlm.nih.gov/pubmed/30239722,30575882",This edge comes from the Monarch Knowledge Graph 2019.,NA,contributes to condition,NA,http://purl.obolibrary.org/obo/RO_0003304
HGNC:15630,RO:0002327,GO:0005515,"https://www.ncbi.nlm.nih.gov/pubmed/17500595,15383276",This edge comes from the Monarch Knowledge Graph 2019.,NA,enables,NA,http://purl.obolibrary.org/obo/RO_0002327
HGNC:3594,RO:0002434,HGNC:2711,https://www.ncbi.nlm.nih.gov/pubmed/32694731,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:971,RO:0002434,HGNC:4913,https://www.ncbi.nlm.nih.gov/pubmed/33001583,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:10899,RO:0002434,HGNC:9537,https://www.ncbi.nlm.nih.gov/pubmed/27705803,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:9534,RO:0002434,HGNC:8607,"https://www.ncbi.nlm.nih.gov/pubmed/23503661,25959826",This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:1504,RO:0002434,HGNC:6838,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:14339,RO:0002434,HGNC:14884,https://www.ncbi.nlm.nih.gov/pubmed/31091453,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:12304,RO:0002206,UBERON:0000970,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,expressed in,NA,http://purl.obolibrary.org/obo/RO_0002206
HGNC:4851,RO:0002434,HGNC:3213,https://www.ncbi.nlm.nih.gov/pubmed/25959826,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:26407,RO:0002206,UBERON:0000966,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,expressed in,NA,http://purl.obolibrary.org/obo/RO_0002206
HGNC:18039,RO:0002200,HP:0002317,http://purl.obolibrary.org/obo/MONDO_0020850,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
HGNC:9281,RO:0002434,HGNC:12558,https://www.ncbi.nlm.nih.gov/pubmed/22321011,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:9565,RO:0002434,HGNC:9299,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:7106,RO:0002434,HGNC:16889,https://www.ncbi.nlm.nih.gov/pubmed/30455355,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
RGD:68337,BFO:0000050,GO:0099523,https://rgd.mcw.edu/rgdweb/report/reference/main.html?id=1600115|https://rgd.mcw.edu/rgdweb/report/reference/main.html?id=1624291|http://purl.obolibrary.org/obo/go/references/0000107,This edge comes from the Monarch Knowledge Graph 2019.,NA,is part of,NA,http://purl.obolibrary.org/obo/BFO_0000050
MGI:96067,RO:0002327,GO:0044325,http://www.informatics.jax.org/accession/MGI:4834177|http://purl.obolibrary.org/obo/go/references/0000096,This edge comes from the Monarch Knowledge Graph 2019.,NA,enables,NA,http://purl.obolibrary.org/obo/RO_0002327
HGNC:4141,RO:0002434,HGNC:3263,https://www.ncbi.nlm.nih.gov/pubmed/29955039,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:903,RO:0002434,HGNC:12468,https://www.ncbi.nlm.nih.gov/pubmed/22682247,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:20778,BFO:0000050,GO:0005634,https://www.ncbi.nlm.nih.gov/pubmed/21630459,This edge comes from the Monarch Knowledge Graph 2019.,NA,is part of,NA,http://purl.obolibrary.org/obo/BFO_0000050
HGNC:10436,RO:0002331,GO:2001237,http://purl.obolibrary.org/obo/go/references/0000107,This edge comes from the Monarch Knowledge Graph 2019.,NA,involved_in,NA,http://purl.obolibrary.org/obo/RO_0002331
HGNC:11179,RO:0002206,UBERON:0001890,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,expressed in,NA,http://purl.obolibrary.org/obo/RO_0002206
MGI:5467290,RO:0002200,MP:0010053,https://www.ncbi.nlm.nih.gov/pubmed/22511966,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
RGD:68337,BFO:0000050,GO:0005769,https://rgd.mcw.edu/rgdweb/report/reference/main.html?id=1600115|https://rgd.mcw.edu/rgdweb/report/reference/main.html?id=1624291|http://purl.obolibrary.org/obo/go/references/0000107,This edge comes from the Monarch Knowledge Graph 2019.,NA,is part of,NA,http://purl.obolibrary.org/obo/BFO_0000050
ENSEMBL:ENSSSCG00000008697,RO:HOM0000020,FlyBase:FBgn0027655,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
HGNC:17955,RO:0002434,HGNC:391,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:11125,RO:0002434,HGNC:23572,https://www.ncbi.nlm.nih.gov/pubmed/32786267,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:28328,RO:0002206,UBERON:0013540,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,expressed in,NA,http://purl.obolibrary.org/obo/RO_0002206
HGNC:17822,RO:0002206,UBERON:0001826,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,expressed in,NA,http://purl.obolibrary.org/obo/RO_0002206
HGNC:7993,RO:0002327,GO:0005515,"https://www.ncbi.nlm.nih.gov/pubmed/25416956,32296183,22510880,28514442,11956649,21516116,15084397,16189514,31515488",This edge comes from the Monarch Knowledge Graph 2019.,NA,enables,NA,http://purl.obolibrary.org/obo/RO_0002327
HGNC:17142,RO:0002434,HGNC:11280,"https://www.ncbi.nlm.nih.gov/pubmed/25026213,31723608",This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:20194,RO:0003304,EFO:0004309,https://www.ncbi.nlm.nih.gov/pubmed/32888494,This edge comes from the Monarch Knowledge Graph 2019.,NA,contributes to condition,NA,http://purl.obolibrary.org/obo/RO_0003304
ENSEMBL:ENSSSCG00000008697,RO:0002331,GO:2001237,http://purl.obolibrary.org/obo/go/references/0000107,This edge comes from the Monarch Knowledge Graph 2019.,NA,involved_in,NA,http://purl.obolibrary.org/obo/RO_0002331
HGNC:2345,RO:0002327,GO:0005515,"https://www.ncbi.nlm.nih.gov/pubmed/16325578,20159610,32296183,25609649,21988832,18160048,20541704,18316612,20936779,21172805,21418524,10722738,14506290,15964553,20102225,32814053,16799563",This edge comes from the Monarch Knowledge Graph 2019.,NA,enables,NA,http://purl.obolibrary.org/obo/RO_0002327
MGI:96067,RO:0002200,MP:0008918,https://www.ncbi.nlm.nih.gov/pubmed/25609071,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
HGNC:6919,RO:0002434,HGNC:4851,https://www.ncbi.nlm.nih.gov/pubmed/23275563,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:25031,RO:0002206,UBERON:0001013,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,expressed in,NA,http://purl.obolibrary.org/obo/RO_0002206
HGNC:9113,RO:0002434,HGNC:14339,https://www.ncbi.nlm.nih.gov/pubmed/31091453,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
ENSEMBL:ENSCAFG00000014682,RO:HOM0000020,WormBase:WBGene00009027,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
HGNC:4932,RO:0002434,HGNC:9554,https://www.ncbi.nlm.nih.gov/pubmed/17353931,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:164,RO:0002434,HGNC:971,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:5233,RO:0002434,HGNC:6877,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
MGI:96067,RO:0002331,GO:0000132,http://purl.obolibrary.org/obo/go/references/0000096|http://www.informatics.jax.org/accession/MGI:4834177,This edge comes from the Monarch Knowledge Graph 2019.,NA,involved_in,NA,http://purl.obolibrary.org/obo/RO_0002331
HGNC:24500,BFO:0000050,GO:0005654,http://purl.obolibrary.org/obo/go/references/0000052|https://www.ncbi.nlm.nih.gov/pubmed/24100041,This edge comes from the Monarch Knowledge Graph 2019.,NA,is part of,NA,http://purl.obolibrary.org/obo/BFO_0000050
HGNC:5232,RO:0002434,HGNC:6912,https://www.ncbi.nlm.nih.gov/pubmed/29884807,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:3594,RO:0002434,HGNC:10067,https://www.ncbi.nlm.nih.gov/pubmed/29180619,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:20163,RO:0002434,HGNC:4851,https://www.ncbi.nlm.nih.gov/pubmed/25959826,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:9554,RO:0002434,HGNC:4298,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:11138,RO:0002200,HP:0002063,http://purl.obolibrary.org/obo/MONDO_0018466|http://purl.obolibrary.org/obo/MONDO_0008199|http://purl.obolibrary.org/obo/MONDO_0008200|http://purl.obolibrary.org/obo/MONDO_0009830,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
HGNC:9871,RO:0002434,HGNC:3594,https://www.ncbi.nlm.nih.gov/pubmed/31980649,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:6746,RO:0002434,HGNC:589,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:3211,RO:0002434,HGNC:3274,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
ENSEMBL:ENSMMUG00000008392,RO:HOM0000020,WormBase:WBGene00009027,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
HGNC:9565,RO:0002434,HGNC:9552,"https://www.ncbi.nlm.nih.gov/pubmed/26344197,26186194,22939629,28514442,22863883,19615732",This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:4897,RO:0002434,HGNC:4566,https://www.ncbi.nlm.nih.gov/pubmed/21706016,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:6600,RO:0002206,UBERON:0000465,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,expressed in,NA,http://purl.obolibrary.org/obo/RO_0002206
HGNC:562,RO:0002434,HGNC:4897,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
RGD:68337,RO:HOM0000020,dictyBase:DDB_G0272344,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
HGNC:4584,RO:0002434,HGNC:4851,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
MONDO:0054573,RO:0002200,HP:0002015,http://purl.obolibrary.org/obo/MONDO_0054573,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
HGNC:9559,RO:0002434,HGNC:16889,"https://www.ncbi.nlm.nih.gov/pubmed/26344197,28539385,27428775,26496610,17323924,30745168,22939629,22863883,28821611",This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:8570,RO:0002434,HGNC:2092,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:26407,RO:0002327,GO:0005515,https://www.ncbi.nlm.nih.gov/pubmed/32296183,This edge comes from the Monarch Knowledge Graph 2019.,NA,enables,NA,http://purl.obolibrary.org/obo/RO_0002327
HGNC:11834,RO:0002434,HGNC:7106,https://www.ncbi.nlm.nih.gov/pubmed/30455355,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:11473,RO:0002434,HGNC:24260,https://www.ncbi.nlm.nih.gov/pubmed/28514442,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:15864,RO:0002434,HGNC:4914,https://www.ncbi.nlm.nih.gov/pubmed/19549727,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:10474,RO:0002206,UBERON:0000998,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,expressed in,NA,http://purl.obolibrary.org/obo/RO_0002206
HGNC:12509,RO:0002434,HGNC:5232,"https://www.ncbi.nlm.nih.gov/pubmed/27477512,30442662",This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:12479,RO:0003304,EFO:0004308,https://www.ncbi.nlm.nih.gov/pubmed/27863252,This edge comes from the Monarch Knowledge Graph 2019.,NA,contributes to condition,NA,http://purl.obolibrary.org/obo/RO_0003304
HGNC:8554,RO:0002434,HGNC:23393,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:7878,RO:0002434,HGNC:7879,"https://www.ncbi.nlm.nih.gov/pubmed/26344197,32296183,26496610,16778766,29395067,16189514",This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:13890,RO:0002434,HGNC:4897,"https://www.ncbi.nlm.nih.gov/pubmed/14602072,26508657",This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:5232,RO:0002434,HGNC:2514,https://www.ncbi.nlm.nih.gov/pubmed/27684187,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:9554,RO:0002325,HGNC:20766,https://www.ncbi.nlm.nih.gov/pubmed/22939629,This edge comes from the Monarch Knowledge Graph 2019.,NA,colocalizes with,NA,http://purl.obolibrary.org/obo/RO_0002325
HGNC:30221,RO:0002434,HGNC:4914,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:5246,RO:0002434,HGNC:9554,https://www.ncbi.nlm.nih.gov/pubmed/25277244,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:11205,RO:0002434,HGNC:5010,"https://www.ncbi.nlm.nih.gov/pubmed/12665574,20335021",This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:11280,RO:0002434,HGNC:3211,https://www.ncbi.nlm.nih.gov/pubmed/21988832,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:12666,RO:0002434,HGNC:23024,https://www.ncbi.nlm.nih.gov/pubmed/23383273,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:7879,RO:0002200,HP:0200055,https://www.ncbi.nlm.nih.gov/pubmed/31201375,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
HGNC:11280,RO:0002434,HGNC:10548,https://www.ncbi.nlm.nih.gov/pubmed/25959826,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:7672,RO:0002434,HGNC:14339,https://www.ncbi.nlm.nih.gov/pubmed/31091453,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:2348,RO:0002434,HGNC:21091,https://www.ncbi.nlm.nih.gov/pubmed/28680062,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:9069,RO:0002434,HGNC:3274,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:2348,RO:0002434,HGNC:10899,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:5246,RO:0002434,HGNC:563,https://www.ncbi.nlm.nih.gov/pubmed/25277244,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
MGI:5569536,RO:0002200,MP:0001513,https://www.ncbi.nlm.nih.gov/pubmed/9771716,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
RGD:68337,BFO:0000050,GO:0005829,https://rgd.mcw.edu/rgdweb/report/reference/main.html?id=1624291|http://purl.obolibrary.org/obo/go/references/0000052|https://rgd.mcw.edu/rgdweb/report/reference/main.html?id=6902917|https://www.ncbi.nlm.nih.gov/pubmed/20739295,This edge comes from the Monarch Knowledge Graph 2019.,NA,is part of,NA,http://purl.obolibrary.org/obo/BFO_0000050
HGNC:8638,RO:0002434,HGNC:2514,https://www.ncbi.nlm.nih.gov/pubmed/18987336,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:25019,RO:0002434,HGNC:15476,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:463,RO:0002206,UBERON:0004804,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,expressed in,NA,http://purl.obolibrary.org/obo/RO_0002206
HGNC:8607,RO:0002434,HGNC:30892,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:24500,RO:0002434,HGNC:7095,https://www.ncbi.nlm.nih.gov/pubmed/29507755,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
MGI:5298849,None,MGI:96067,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,None,NA,None
ENSEMBL:ENSACAG00000005400,RO:HOM0000020,RGD:68337,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
HGNC:4851,RO:0002434,HGNC:8554,https://www.ncbi.nlm.nih.gov/pubmed/25959826,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:9534,RO:0002434,HGNC:11179,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:22398,RO:0002434,HGNC:4851,https://www.ncbi.nlm.nih.gov/pubmed/23275563,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
MGI:5565691,RO:0002200,MP:0002083,https://www.ncbi.nlm.nih.gov/pubmed/22422149,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
HGNC:5232,RO:0002434,HGNC:11998,"https://www.ncbi.nlm.nih.gov/pubmed/8729618,25144556,31152661,7954368,23443559",This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:4851,RO:0002434,HGNC:4913,"https://www.ncbi.nlm.nih.gov/pubmed/11063258,15383276,9140394,9147654",This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:10548,RO:0002206,UBERON:0014892,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,expressed in,NA,http://purl.obolibrary.org/obo/RO_0002206
ENSEMBL:ENSPTRG00000015854,RO:HOM0000020,ZFIN:ZDB-GENE-990415-131,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
dbSNP:rs55962025,RO:0003304,EFO:0007796,https://www.ncbi.nlm.nih.gov/pubmed/27015805,This edge comes from the Monarch Knowledge Graph 2019.,NA,contributes to condition,NA,http://purl.obolibrary.org/obo/RO_0003304
HGNC:6400,RO:0002327,GO:0005515,"https://www.ncbi.nlm.nih.gov/pubmed/29734393,15494309,15507604,15282309,26195665,26496610,17209048,19680228,9405152,11971900,22084111,11311162,20818336,10523667,28514442,24169621,30833792,16314522,17596301,15870280,20701745,11024021,22500989,12372823",This edge comes from the Monarch Knowledge Graph 2019.,NA,enables,NA,http://purl.obolibrary.org/obo/RO_0002327
HGNC:30989,RO:0002434,HGNC:25019,https://www.ncbi.nlm.nih.gov/pubmed/27173435,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:9552,RO:0002434,HGNC:4272,https://www.ncbi.nlm.nih.gov/pubmed/28514442,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:16889,RO:0002434,HGNC:12508,https://www.ncbi.nlm.nih.gov/pubmed/17323924,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:8638,RO:0002206,UBERON:0001950,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,expressed in,NA,http://purl.obolibrary.org/obo/RO_0002206
HGNC:3065,BFO:0000050,GO:0005737,"https://www.ncbi.nlm.nih.gov/pubmed/21873635,10391943",This edge comes from the Monarch Knowledge Graph 2019.,NA,is part of,NA,http://purl.obolibrary.org/obo/BFO_0000050
HGNC:16760,RO:0002434,HGNC:24500,https://www.ncbi.nlm.nih.gov/pubmed/29507755,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:13744,BFO:0000050,GO:0005783,"https://www.ncbi.nlm.nih.gov/pubmed/15102845,19788048,22045699",This edge comes from the Monarch Knowledge Graph 2019.,NA,is part of,NA,http://purl.obolibrary.org/obo/BFO_0000050
HGNC:5258,RO:0002434,HGNC:4566,https://www.ncbi.nlm.nih.gov/pubmed/19380743,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
MGI:5052381,RO:0002200,MP:0001513,https://www.ncbi.nlm.nih.gov/pubmed/15836623,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
HGNC:14339,RO:0002434,HGNC:11179,https://www.ncbi.nlm.nih.gov/pubmed/31091453,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:11125,RO:0002434,HGNC:15630,https://www.ncbi.nlm.nih.gov/pubmed/32786267,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:4141,RO:0002434,HGNC:1774,https://www.ncbi.nlm.nih.gov/pubmed/30021884,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:5960,RO:0002434,HGNC:391,"https://www.ncbi.nlm.nih.gov/pubmed/15856005,22689577,25241761",This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:16889,RO:0002434,HGNC:12612,"https://www.ncbi.nlm.nih.gov/pubmed/26344197,27428775,30425250,31740976,30745168,22939629,19615732",This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:11998,RO:0002434,HGNC:9534,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:9299,RO:0002434,HGNC:9552,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:2514,RO:0002434,HGNC:8979,"https://www.ncbi.nlm.nih.gov/pubmed/10477752,25241761",This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
MGI:1921376,RO:0002200,MP:0002169,https://www.ncbi.nlm.nih.gov/pubmed/24636985,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
